Student ID,Interests,Career Goals,Matched Courses
807,Data Mining,Data Science,Data Science
808,Statistics,Engineering Management,"Data Science, Environmental Engineering"
809,Leadership,Software Engineering,"Engineering Management, Human-Centered Computing"
810,Power Systems,Environmental Engineering,"Electrical Engineering, Cybersecurity"
811,Power Systems,Software Engineering,"Electrical Engineering, Engineering Management"
812,Environmental Science,Engineering Management,"Environmental Engineering, Computer Engineering"
813,Machine Learning,Information Systems,"Computer Science, Health Information Technology"
814,User Experience Design,Data Science,"Human-Centered Computing, Chemical & Biochemical Engineering"
815,Control Systems,Cybersecurity,"Electrical Engineering, Data Science"
816,Health Informatics,Data Science,"Health Information Technology, Environmental Engineering"
817,Ethical Hacking,Engineering Management,"Cybersecurity, Engineering Management"
818,Statistics,Engineering Management,"Data Science, Electrical Engineering"
819,Database Management,Information Systems,Information Systems
820,Software Development,Cybersecurity,"Software Engineering, Information Systems"
821,Leadership,Computer Science,"Engineering Management, Computer Science"
822,Embedded Systems,Information Systems,"Computer Engineering, Health Information Technology"
823,Usability Testing,Software Engineering,"Human-Centered Computing, Data Science"
824,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Computer Engineering"
825,Health Informatics,Environmental Engineering,"Health Information Technology, Engineering Management"
826,Electronics,Data Science,"Electrical Engineering, Software Engineering"
827,Human-Computer Interaction,Environmental Engineering,"Human-Centered Computing, Computer Science"
828,Process Optimization,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
829,Project Management,Information Systems,"Software Engineering, Human-Centered Computing"
830,Environmental Science,Computer Engineering,"Environmental Engineering, Engineering Management"
831,Chemistry,Environmental Engineering,"Chemical & Biochemical Engineering, Computer Engineering"
832,Algorithms,Computer Science,Computer Science
833,Sustainability,Electrical Engineering,"Environmental Engineering, Data Science"
834,Control Systems,Computer Science,"Electrical Engineering, Computer Engineering"
835,Cryptography,Environmental Engineering,"Cybersecurity, Electrical Engineering"
836,Pollution Control,Computer Science,"Environmental Engineering, Health Information Technology"
837,Agile Methodologies,Engineering Management,"Software Engineering, Information Systems"
838,User Experience Design,Computer Science,"Human-Centered Computing, Engineering Management"
839,Cryptography,Software Engineering,"Cybersecurity, Computer Engineering"
840,Embedded Systems,Cybersecurity,"Computer Engineering, Computer Science"
841,Project Management,Engineering Management,"Software Engineering, Information Systems"
842,Computer Architecture,Health Information Technology,"Computer Engineering, Health Information Technology"
843,Information Security,Computer Engineering,"Information Systems, Software Engineering"
844,Health Informatics,Cybersecurity,"Health Information Technology, Software Engineering"
845,Database Management,Engineering Management,"Information Systems, Environmental Engineering"
846,Information Security,Engineering Management,"Information Systems, Electrical Engineering"
847,Ethical Hacking,Software Engineering,"Cybersecurity, Software Engineering"
848,Process Optimization,Health Information Technology,"Chemical & Biochemical Engineering, Computer Science"
849,Database Management,Computer Science,"Information Systems, Electrical Engineering"
850,Machine Learning,Engineering Management,"Computer Science, Human-Centered Computing"
851,Network Security,Computer Engineering,"Cybersecurity, Computer Science"
852,Health Informatics,Computer Engineering,"Health Information Technology, Chemical & Biochemical Engineering"
853,Chemistry,Software Engineering,"Chemical & Biochemical Engineering, Health Information Technology"
854,Project Management,Cybersecurity,"Software Engineering, Data Science"
855,Pollution Control,Information Systems,"Environmental Engineering, Cybersecurity"
856,Information Security,Data Science,"Information Systems, Software Engineering"
857,Human-Computer Interaction,Cybersecurity,"Human-Centered Computing, Engineering Management"
858,Control Systems,Computer Engineering,"Electrical Engineering, Human-Centered Computing"
859,Project Management,Chemical & Biochemical Engineering,"Software Engineering, Engineering Management"
860,Cryptography,Chemical & Biochemical Engineering,"Cybersecurity, Human-Centered Computing"
861,Project Management,Cybersecurity,"Software Engineering, Chemical & Biochemical Engineering"
862,Computer Architecture,Cybersecurity,"Computer Engineering, Human-Centered Computing"
863,Network Security,Computer Science,"Cybersecurity, Computer Engineering"
864,Database Management,Computer Engineering,"Information Systems, Computer Science"
865,Computer Architecture,Electrical Engineering,"Computer Engineering, Data Science"
866,Machine Learning,Chemical & Biochemical Engineering,"Computer Science, Health Information Technology"
867,Electronics,Health Information Technology,"Electrical Engineering, Chemical & Biochemical Engineering"
868,Embedded Systems,Computer Engineering,Computer Engineering
869,Human-Computer Interaction,Environmental Engineering,"Human-Centered Computing, Health Information Technology"
870,Algorithms,Health Information Technology,"Computer Science, Information Systems"
871,Agile Methodologies,Computer Science,"Software Engineering, Engineering Management"
872,Project Management,Environmental Engineering,"Software Engineering, Data Science"
873,User Experience Design,Environmental Engineering,"Human-Centered Computing, Data Science"
874,Power Systems,Cybersecurity,"Electrical Engineering, Health Information Technology"
875,Sustainability,Data Science,"Environmental Engineering, Chemical & Biochemical Engineering"
876,Software Development,Engineering Management,"Software Engineering, Cybersecurity"
877,Artificial Intelligence,Software Engineering,"Computer Science, Human-Centered Computing"
878,Database Management,Human-Centered Computing,"Information Systems, Electrical Engineering"
879,Usability Testing,Environmental Engineering,"Human-Centered Computing, Electrical Engineering"
880,Software Development,Engineering Management,"Software Engineering, Chemical & Biochemical Engineering"
881,Project Management,Information Systems,"Software Engineering, Electrical Engineering"
882,Usability Testing,Health Information Technology,"Human-Centered Computing, Chemical & Biochemical Engineering"
883,Electronics,Human-Centered Computing,"Electrical Engineering, Information Systems"
884,Artificial Intelligence,Software Engineering,"Computer Science, Chemical & Biochemical Engineering"
885,Machine Learning,Cybersecurity,"Computer Science, Human-Centered Computing"
886,Data Mining,Software Engineering,"Data Science, Software Engineering"
887,Agile Methodologies,Chemical & Biochemical Engineering,"Software Engineering, Electrical Engineering"
888,Environmental Science,Data Science,"Environmental Engineering, Data Science"
889,Ethical Hacking,Health Information Technology,"Cybersecurity, Health Information Technology"
890,Database Management,Health Information Technology,"Information Systems, Human-Centered Computing"
891,Chemistry,Information Systems,"Chemical & Biochemical Engineering, Human-Centered Computing"
892,Environmental Science,Chemical & Biochemical Engineering,"Environmental Engineering, Engineering Management"
893,Usability Testing,Health Information Technology,"Human-Centered Computing, Computer Engineering"
894,Statistics,Electrical Engineering,"Data Science, Computer Science"
895,Embedded Systems,Electrical Engineering,"Computer Engineering, Cybersecurity"
896,Data Mining,Human-Centered Computing,"Data Science, Engineering Management"
897,Embedded Systems,Data Science,"Computer Engineering, Data Science"
898,Electronics,Chemical & Biochemical Engineering,"Electrical Engineering, Computer Science"
899,Leadership,Computer Engineering,"Engineering Management, Environmental Engineering"
900,Information Security,Computer Engineering,"Information Systems, Electrical Engineering"
901,Chemistry,Information Systems,"Chemical & Biochemical Engineering, Electrical Engineering"
902,Network Security,Data Science,"Cybersecurity, Information Systems"
903,Data Mining,Computer Engineering,"Data Science, Human-Centered Computing"
904,Algorithms,Information Systems,"Computer Science, Environmental Engineering"
905,Information Security,Environmental Engineering,"Information Systems, Electrical Engineering"
906,Strategic Planning,Computer Engineering,"Engineering Management, Human-Centered Computing"
907,Power Systems,Chemical & Biochemical Engineering,"Electrical Engineering, Environmental Engineering"
908,Database Management,Data Science,"Information Systems, Health Information Technology"
909,Project Management,Information Systems,"Software Engineering, Computer Engineering"
910,Computer Architecture,Computer Engineering,Computer Engineering
911,Database Management,Software Engineering,"Information Systems, Software Engineering"
912,User Experience Design,Information Systems,"Human-Centered Computing, Chemical & Biochemical Engineering"
913,Computer Architecture,Human-Centered Computing,"Computer Engineering, Data Science"
914,User Experience Design,Software Engineering,"Human-Centered Computing, Information Systems"
915,Pollution Control,Environmental Engineering,Environmental Engineering
916,Cryptography,Human-Centered Computing,"Cybersecurity, Information Systems"
917,Database Management,Environmental Engineering,"Information Systems, Health Information Technology"
918,Database Management,Computer Engineering,"Information Systems, Computer Science"
919,Electronic Health Records,Computer Science,"Health Information Technology, Engineering Management"
920,Electronics,Cybersecurity,"Electrical Engineering, Environmental Engineering"
921,Chemistry,Software Engineering,"Chemical & Biochemical Engineering, Environmental Engineering"
922,Statistics,Chemical & Biochemical Engineering,"Data Science, Environmental Engineering"
923,Biochemistry,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
924,Process Optimization,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
925,Process Optimization,Engineering Management,"Chemical & Biochemical Engineering, Electrical Engineering"
926,Strategic Planning,Human-Centered Computing,"Engineering Management, Electrical Engineering"
927,Data Mining,Health Information Technology,"Data Science, Cybersecurity"
928,Information Security,Chemical & Biochemical Engineering,"Information Systems, Electrical Engineering"
929,Pollution Control,Software Engineering,"Environmental Engineering, Human-Centered Computing"
930,Statistics,Health Information Technology,"Data Science, Cybersecurity"
931,Human-Computer Interaction,Electrical Engineering,"Human-Centered Computing, Health Information Technology"
932,Data Mining,Computer Engineering,"Data Science, Chemical & Biochemical Engineering"
933,Chemistry,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
934,Biochemistry,Electrical Engineering,"Chemical & Biochemical Engineering, Human-Centered Computing"
935,Cryptography,Human-Centered Computing,"Cybersecurity, Environmental Engineering"
936,Agile Methodologies,Human-Centered Computing,"Software Engineering, Engineering Management"
937,Usability Testing,Electrical Engineering,"Human-Centered Computing, Data Science"
938,Process Optimization,Data Science,"Chemical & Biochemical Engineering, Electrical Engineering"
939,Usability Testing,Environmental Engineering,"Human-Centered Computing, Electrical Engineering"
940,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Data Science"
941,Statistics,Computer Engineering,"Data Science, Computer Engineering"
942,Strategic Planning,Human-Centered Computing,"Engineering Management, Electrical Engineering"
943,Project Management,Electrical Engineering,"Software Engineering, Data Science"
944,Machine Learning,Computer Science,Computer Science
945,Algorithms,Computer Engineering,"Computer Science, Chemical & Biochemical Engineering"
946,Network Security,Cybersecurity,Cybersecurity
947,Control Systems,Human-Centered Computing,"Electrical Engineering, Data Science"
948,Leadership,Cybersecurity,"Engineering Management, Cybersecurity"
949,Database Management,Human-Centered Computing,"Information Systems, Computer Science"
950,Leadership,Software Engineering,"Engineering Management, Computer Science"
951,Process Optimization,Information Systems,"Chemical & Biochemical Engineering, Environmental Engineering"
952,Database Management,Electrical Engineering,"Information Systems, Engineering Management"
953,Project Management,Human-Centered Computing,"Software Engineering, Information Systems"
954,Strategic Planning,Environmental Engineering,"Engineering Management, Environmental Engineering"
955,Electronics,Cybersecurity,"Electrical Engineering, Environmental Engineering"
956,Health Informatics,Cybersecurity,"Health Information Technology, Human-Centered Computing"
957,Data Mining,Electrical Engineering,"Data Science, Engineering Management"
958,Process Optimization,Health Information Technology,"Chemical & Biochemical Engineering, Cybersecurity"
959,Environmental Science,Data Science,"Environmental Engineering, Health Information Technology"
960,Computer Architecture,Chemical & Biochemical Engineering,"Computer Engineering, Information Systems"
961,Project Management,Computer Science,"Software Engineering, Engineering Management"
962,Cryptography,Health Information Technology,"Cybersecurity, Engineering Management"
963,User Experience Design,Human-Centered Computing,Human-Centered Computing
964,Embedded Systems,Health Information Technology,"Computer Engineering, Health Information Technology"
965,Sustainability,Cybersecurity,"Environmental Engineering, Computer Science"
966,Information Security,Engineering Management,"Information Systems, Chemical & Biochemical Engineering"
967,Machine Learning,Information Systems,"Computer Science, Health Information Technology"
968,Electronic Health Records,Electrical Engineering,"Health Information Technology, Electrical Engineering"
969,Electronic Health Records,Computer Engineering,"Health Information Technology, Human-Centered Computing"
970,Control Systems,Electrical Engineering,Electrical Engineering
971,Cryptography,Computer Engineering,"Cybersecurity, Health Information Technology"
972,Strategic Planning,Software Engineering,"Engineering Management, Computer Science"
973,Statistics,Information Systems,"Data Science, Software Engineering"
974,Leadership,Information Systems,"Engineering Management, Environmental Engineering"
975,Machine Learning,Engineering Management,"Computer Science, Data Science"
976,Electronic Health Records,Chemical & Biochemical Engineering,"Health Information Technology, Information Systems"
977,Agile Methodologies,Environmental Engineering,"Software Engineering, Information Systems"
978,Electronics,Human-Centered Computing,"Electrical Engineering, Chemical & Biochemical Engineering"
979,Human-Computer Interaction,Chemical & Biochemical Engineering,"Human-Centered Computing, Computer Engineering"
980,Electronics,Information Systems,"Electrical Engineering, Computer Science"
981,Agile Methodologies,Data Science,"Software Engineering, Computer Science"
982,Information Security,Information Systems,Information Systems
983,Environmental Science,Chemical & Biochemical Engineering,"Environmental Engineering, Chemical & Biochemical Engineering"
984,Health Informatics,Computer Science,"Health Information Technology, Engineering Management"
985,Control Systems,Electrical Engineering,Electrical Engineering
986,Strategic Planning,Information Systems,"Engineering Management, Computer Engineering"
987,User Experience Design,Computer Science,"Human-Centered Computing, Computer Engineering"
988,Project Management,Chemical & Biochemical Engineering,"Software Engineering, Human-Centered Computing"
989,Health Informatics,Electrical Engineering,"Health Information Technology, Chemical & Biochemical Engineering"
990,User Experience Design,Health Information Technology,"Human-Centered Computing, Data Science"
991,Statistics,Computer Engineering,"Data Science, Chemical & Biochemical Engineering"
992,Health Informatics,Cybersecurity,"Health Information Technology, Environmental Engineering"
993,Information Security,Environmental Engineering,"Information Systems, Health Information Technology"
994,VLSI Design,Computer Engineering,Computer Engineering
995,Usability Testing,Chemical & Biochemical Engineering,"Human-Centered Computing, Engineering Management"
996,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Computer Engineering"
997,Embedded Systems,Human-Centered Computing,"Computer Engineering, Computer Science"
998,Pollution Control,Chemical & Biochemical Engineering,"Environmental Engineering, Chemical & Biochemical Engineering"
999,Artificial Intelligence,Software Engineering,"Computer Science, Information Systems"
1000,Healthcare Systems,Computer Science,"Health Information Technology, Information Systems"
1001,VLSI Design,Data Science,"Computer Engineering, Health Information Technology"
1002,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Human-Centered Computing"
1003,Machine Learning,Computer Science,Computer Science
1004,Biochemistry,Electrical Engineering,"Chemical & Biochemical Engineering, Information Systems"
1005,Biochemistry,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
1006,Machine Learning,Computer Science,Computer Science
1007,Healthcare Systems,Chemical & Biochemical Engineering,"Health Information Technology, Chemical & Biochemical Engineering"
1008,Statistics,Computer Engineering,"Data Science, Software Engineering"
1009,User Experience Design,Cybersecurity,"Human-Centered Computing, Data Science"
1010,Agile Methodologies,Data Science,"Software Engineering, Cybersecurity"
1011,Strategic Planning,Data Science,"Engineering Management, Data Science"
1012,Electronics,Engineering Management,"Electrical Engineering, Health Information Technology"
1013,Computer Architecture,Information Systems,"Computer Engineering, Human-Centered Computing"
1014,Artificial Intelligence,Computer Science,Computer Science
1015,Strategic Planning,Information Systems,"Engineering Management, Electrical Engineering"
1016,Chemistry,Cybersecurity,"Chemical & Biochemical Engineering, Information Systems"
1017,Environmental Science,Cybersecurity,"Environmental Engineering, Software Engineering"
1018,Agile Methodologies,Health Information Technology,"Software Engineering, Data Science"
1019,VLSI Design,Computer Engineering,Computer Engineering
1020,Pollution Control,Chemical & Biochemical Engineering,"Environmental Engineering, Chemical & Biochemical Engineering"
1021,Electronic Health Records,Electrical Engineering,"Health Information Technology, Electrical Engineering"
1022,Process Optimization,Computer Science,"Chemical & Biochemical Engineering, Human-Centered Computing"
1023,Machine Learning,Computer Engineering,"Computer Science, Human-Centered Computing"
1024,Ethical Hacking,Software Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1025,Usability Testing,Data Science,"Human-Centered Computing, Information Systems"
1026,Software Development,Software Engineering,Software Engineering
1027,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Data Science"
1028,Electronics,Information Systems,"Electrical Engineering, Cybersecurity"
1029,Leadership,Human-Centered Computing,"Engineering Management, Data Science"
1030,Power Systems,Software Engineering,"Electrical Engineering, Information Systems"
1031,Pollution Control,Computer Science,"Environmental Engineering, Health Information Technology"
1032,VLSI Design,Human-Centered Computing,"Computer Engineering, Chemical & Biochemical Engineering"
1033,Process Optimization,Software Engineering,"Chemical & Biochemical Engineering, Data Science"
1034,User Experience Design,Electrical Engineering,"Human-Centered Computing, Cybersecurity"
1035,Strategic Planning,Software Engineering,"Engineering Management, Cybersecurity"
1036,Control Systems,Cybersecurity,"Electrical Engineering, Human-Centered Computing"
1037,Machine Learning,Software Engineering,"Computer Science, Human-Centered Computing"
1038,Database Management,Cybersecurity,"Information Systems, Health Information Technology"
1039,Electronics,Computer Engineering,"Electrical Engineering, Computer Science"
1040,Electronic Health Records,Data Science,"Health Information Technology, Computer Science"
1041,VLSI Design,Environmental Engineering,"Computer Engineering, Information Systems"
1042,Strategic Planning,Computer Engineering,"Engineering Management, Data Science"
1043,Project Management,Engineering Management,"Software Engineering, Environmental Engineering"
1044,Agile Methodologies,Engineering Management,"Software Engineering, Computer Science"
1045,Sustainability,Data Science,"Environmental Engineering, Human-Centered Computing"
1046,Network Security,Data Science,"Cybersecurity, Human-Centered Computing"
1047,VLSI Design,Cybersecurity,"Computer Engineering, Health Information Technology"
1048,Data Mining,Electrical Engineering,"Data Science, Computer Engineering"
1049,Electronics,Environmental Engineering,"Electrical Engineering, Computer Science"
1050,Project Management,Computer Science,"Software Engineering, Engineering Management"
1051,Embedded Systems,Information Systems,"Computer Engineering, Computer Science"
1052,Healthcare Systems,Electrical Engineering,"Health Information Technology, Computer Engineering"
1053,Power Systems,Data Science,"Electrical Engineering, Health Information Technology"
1054,Project Management,Software Engineering,Software Engineering
1055,Database Management,Electrical Engineering,"Information Systems, Cybersecurity"
1056,Algorithms,Engineering Management,"Computer Science, Electrical Engineering"
1057,Usability Testing,Computer Science,"Human-Centered Computing, Computer Engineering"
1058,Cryptography,Environmental Engineering,"Cybersecurity, Computer Science"
1059,VLSI Design,Data Science,"Computer Engineering, Software Engineering"
1060,Environmental Science,Computer Science,"Environmental Engineering, Information Systems"
1061,Sustainability,Chemical & Biochemical Engineering,"Environmental Engineering, Cybersecurity"
1062,Cryptography,Engineering Management,"Cybersecurity, Software Engineering"
1063,Information Security,Chemical & Biochemical Engineering,"Information Systems, Engineering Management"
1064,Power Systems,Computer Science,"Electrical Engineering, Human-Centered Computing"
1065,Biochemistry,Information Systems,"Chemical & Biochemical Engineering, Software Engineering"
1066,Machine Learning,Computer Engineering,"Computer Science, Health Information Technology"
1067,VLSI Design,Computer Engineering,Computer Engineering
1068,Control Systems,Chemical & Biochemical Engineering,"Electrical Engineering, Health Information Technology"
1069,Agile Methodologies,Health Information Technology,"Software Engineering, Health Information Technology"
1070,Health Informatics,Engineering Management,"Health Information Technology, Computer Science"
1071,Power Systems,Computer Engineering,"Electrical Engineering, Data Science"
1072,Database Management,Cybersecurity,"Information Systems, Cybersecurity"
1073,Healthcare Systems,Chemical & Biochemical Engineering,"Health Information Technology, Information Systems"
1074,Embedded Systems,Health Information Technology,"Computer Engineering, Chemical & Biochemical Engineering"
1075,Chemistry,Environmental Engineering,"Chemical & Biochemical Engineering, Computer Science"
1076,Human-Computer Interaction,Environmental Engineering,"Human-Centered Computing, Electrical Engineering"
1077,Environmental Science,Health Information Technology,"Environmental Engineering, Electrical Engineering"
1078,VLSI Design,Data Science,"Computer Engineering, Engineering Management"
1079,Electronic Health Records,Electrical Engineering,"Health Information Technology, Computer Engineering"
1080,Project Management,Cybersecurity,"Software Engineering, Human-Centered Computing"
1081,Embedded Systems,Chemical & Biochemical Engineering,"Computer Engineering, Information Systems"
1082,Agile Methodologies,Engineering Management,"Software Engineering, Data Science"
1083,Project Management,Health Information Technology,"Software Engineering, Health Information Technology"
1084,Artificial Intelligence,Engineering Management,"Computer Science, Environmental Engineering"
1085,Network Security,Human-Centered Computing,"Cybersecurity, Software Engineering"
1086,Software Development,Computer Science,"Software Engineering, Computer Engineering"
1087,Information Security,Engineering Management,"Information Systems, Engineering Management"
1088,Network Security,Chemical & Biochemical Engineering,"Cybersecurity, Computer Engineering"
1089,Agile Methodologies,Environmental Engineering,"Software Engineering, Environmental Engineering"
1090,Power Systems,Data Science,"Electrical Engineering, Software Engineering"
1091,Health Informatics,Health Information Technology,Health Information Technology
1092,Agile Methodologies,Computer Engineering,"Software Engineering, Chemical & Biochemical Engineering"
1093,Usability Testing,Electrical Engineering,"Human-Centered Computing, Computer Science"
1094,Artificial Intelligence,Engineering Management,"Computer Science, Computer Engineering"
1095,Process Optimization,Health Information Technology,"Chemical & Biochemical Engineering, Computer Science"
1096,Project Management,Cybersecurity,"Software Engineering, Computer Science"
1097,Control Systems,Computer Engineering,"Electrical Engineering, Environmental Engineering"
1098,Computer Architecture,Computer Engineering,Computer Engineering
1099,Pollution Control,Environmental Engineering,Environmental Engineering
1100,Database Management,Human-Centered Computing,"Information Systems, Data Science"
1101,Sustainability,Human-Centered Computing,"Environmental Engineering, Data Science"
1102,Leadership,Data Science,"Engineering Management, Environmental Engineering"
1103,Machine Learning,Engineering Management,"Computer Science, Environmental Engineering"
1104,Human-Computer Interaction,Engineering Management,"Human-Centered Computing, Electrical Engineering"
1105,Embedded Systems,Data Science,"Computer Engineering, Health Information Technology"
1106,Healthcare Systems,Data Science,"Health Information Technology, Human-Centered Computing"
1107,Human-Computer Interaction,Computer Engineering,"Human-Centered Computing, Information Systems"
1108,Strategic Planning,Chemical & Biochemical Engineering,"Engineering Management, Information Systems"
1109,Power Systems,Cybersecurity,"Electrical Engineering, Software Engineering"
1110,Leadership,Health Information Technology,"Engineering Management, Electrical Engineering"
1111,Agile Methodologies,Electrical Engineering,"Software Engineering, Data Science"
1112,User Experience Design,Health Information Technology,"Human-Centered Computing, Environmental Engineering"
1113,Environmental Science,Chemical & Biochemical Engineering,"Environmental Engineering, Human-Centered Computing"
1114,Computer Architecture,Information Systems,"Computer Engineering, Engineering Management"
1115,Leadership,Chemical & Biochemical Engineering,"Engineering Management, Electrical Engineering"
1116,Statistics,Computer Engineering,"Data Science, Health Information Technology"
1117,Software Development,Engineering Management,"Software Engineering, Health Information Technology"
1118,Leadership,Health Information Technology,"Engineering Management, Software Engineering"
1119,Data Mining,Health Information Technology,"Data Science, Electrical Engineering"
1120,User Experience Design,Cybersecurity,"Human-Centered Computing, Information Systems"
1121,Machine Learning,Electrical Engineering,"Computer Science, Health Information Technology"
1122,Information Security,Cybersecurity,"Information Systems, Software Engineering"
1123,Electronics,Data Science,"Electrical Engineering, Human-Centered Computing"
1124,Biochemistry,Cybersecurity,"Chemical & Biochemical Engineering, Software Engineering"
1125,Electronic Health Records,Cybersecurity,"Health Information Technology, Computer Science"
1126,Electronics,Human-Centered Computing,"Electrical Engineering, Chemical & Biochemical Engineering"
1127,User Experience Design,Computer Engineering,"Human-Centered Computing, Health Information Technology"
1128,Electronic Health Records,Electrical Engineering,"Health Information Technology, Software Engineering"
1129,Data Mining,Environmental Engineering,"Data Science, Environmental Engineering"
1130,Embedded Systems,Human-Centered Computing,"Computer Engineering, Human-Centered Computing"
1131,Power Systems,Human-Centered Computing,"Electrical Engineering, Human-Centered Computing"
1132,Cryptography,Human-Centered Computing,"Cybersecurity, Health Information Technology"
1133,User Experience Design,Human-Centered Computing,Human-Centered Computing
1134,Power Systems,Computer Science,"Electrical Engineering, Human-Centered Computing"
1135,Statistics,Data Science,Data Science
1136,Embedded Systems,Human-Centered Computing,"Computer Engineering, Engineering Management"
1137,Sustainability,Chemical & Biochemical Engineering,"Environmental Engineering, Health Information Technology"
1138,Control Systems,Computer Science,"Electrical Engineering, Information Systems"
1139,Database Management,Computer Engineering,"Information Systems, Health Information Technology"
1140,Power Systems,Computer Engineering,"Electrical Engineering, Human-Centered Computing"
1141,Healthcare Systems,Cybersecurity,"Health Information Technology, Electrical Engineering"
1142,Ethical Hacking,Computer Engineering,"Cybersecurity, Software Engineering"
1143,Software Development,Environmental Engineering,"Software Engineering, Electrical Engineering"
1144,User Experience Design,Engineering Management,"Human-Centered Computing, Computer Science"
1145,Sustainability,Computer Science,"Environmental Engineering, Software Engineering"
1146,Environmental Science,Software Engineering,"Environmental Engineering, Chemical & Biochemical Engineering"
1147,Process Optimization,Data Science,"Chemical & Biochemical Engineering, Cybersecurity"
1148,Healthcare Systems,Software Engineering,"Health Information Technology, Electrical Engineering"
1149,Chemistry,Software Engineering,"Chemical & Biochemical Engineering, Cybersecurity"
1150,Software Development,Information Systems,"Software Engineering, Data Science"
1151,Algorithms,Information Systems,"Computer Science, Human-Centered Computing"
1152,Leadership,Health Information Technology,"Engineering Management, Electrical Engineering"
1153,Sustainability,Computer Science,"Environmental Engineering, Electrical Engineering"
1154,Healthcare Systems,Human-Centered Computing,"Health Information Technology, Electrical Engineering"
1155,Statistics,Chemical & Biochemical Engineering,"Data Science, Health Information Technology"
1156,Data Mining,Environmental Engineering,"Data Science, Human-Centered Computing"
1157,Strategic Planning,Cybersecurity,"Engineering Management, Health Information Technology"
1158,Software Development,Computer Science,"Software Engineering, Computer Science"
1159,Usability Testing,Information Systems,"Human-Centered Computing, Computer Engineering"
1160,Strategic Planning,Data Science,"Engineering Management, Electrical Engineering"
1161,Healthcare Systems,Information Systems,"Health Information Technology, Computer Science"
1162,Database Management,Health Information Technology,"Information Systems, Computer Science"
1163,Usability Testing,Health Information Technology,"Human-Centered Computing, Engineering Management"
1164,Cryptography,Data Science,"Cybersecurity, Environmental Engineering"
1165,Environmental Science,Computer Science,"Environmental Engineering, Human-Centered Computing"
1166,Project Management,Computer Science,"Software Engineering, Environmental Engineering"
1167,Chemistry,Information Systems,"Chemical & Biochemical Engineering, Cybersecurity"
1168,Biochemistry,Engineering Management,"Chemical & Biochemical Engineering, Environmental Engineering"
1169,Sustainability,Engineering Management,"Environmental Engineering, Computer Science"
1170,Sustainability,Software Engineering,"Environmental Engineering, Electrical Engineering"
1171,Usability Testing,Cybersecurity,"Human-Centered Computing, Cybersecurity"
1172,Biochemistry,Engineering Management,"Chemical & Biochemical Engineering, Engineering Management"
1173,Pollution Control,Computer Engineering,"Environmental Engineering, Computer Science"
1174,Process Optimization,Cybersecurity,"Chemical & Biochemical Engineering, Engineering Management"
1175,Agile Methodologies,Information Systems,"Software Engineering, Environmental Engineering"
1176,Algorithms,Engineering Management,"Computer Science, Electrical Engineering"
1177,Health Informatics,Chemical & Biochemical Engineering,"Health Information Technology, Chemical & Biochemical Engineering"
1178,Leadership,Information Systems,"Engineering Management, Software Engineering"
1179,Healthcare Systems,Health Information Technology,Health Information Technology
1180,Control Systems,Cybersecurity,"Electrical Engineering, Computer Engineering"
1181,User Experience Design,Cybersecurity,"Human-Centered Computing, Computer Science"
1182,Pollution Control,Software Engineering,"Environmental Engineering, Human-Centered Computing"
1183,Biochemistry,Computer Engineering,"Chemical & Biochemical Engineering, Data Science"
1184,Network Security,Information Systems,"Cybersecurity, Chemical & Biochemical Engineering"
1185,Project Management,Electrical Engineering,"Software Engineering, Environmental Engineering"
1186,Ethical Hacking,Information Systems,"Cybersecurity, Software Engineering"
1187,Chemistry,Cybersecurity,"Chemical & Biochemical Engineering, Electrical Engineering"
1188,Computer Architecture,Electrical Engineering,"Computer Engineering, Human-Centered Computing"
1189,Environmental Science,Electrical Engineering,"Environmental Engineering, Cybersecurity"
1190,Strategic Planning,Computer Science,"Engineering Management, Software Engineering"
1191,VLSI Design,Cybersecurity,"Computer Engineering, Engineering Management"
1192,Environmental Science,Data Science,"Environmental Engineering, Information Systems"
1193,Embedded Systems,Chemical & Biochemical Engineering,"Computer Engineering, Health Information Technology"
1194,Electronics,Cybersecurity,"Electrical Engineering, Software Engineering"
1195,Electronics,Software Engineering,"Electrical Engineering, Data Science"
1196,VLSI Design,Information Systems,"Computer Engineering, Electrical Engineering"
1197,Agile Methodologies,Environmental Engineering,"Software Engineering, Human-Centered Computing"
1198,Sustainability,Engineering Management,"Environmental Engineering, Chemical & Biochemical Engineering"
1199,Computer Architecture,Software Engineering,"Computer Engineering, Electrical Engineering"
1200,Artificial Intelligence,Computer Science,Computer Science
1201,Usability Testing,Health Information Technology,"Human-Centered Computing, Computer Science"
1202,Cryptography,Computer Science,"Cybersecurity, Human-Centered Computing"
1203,Usability Testing,Computer Engineering,"Human-Centered Computing, Health Information Technology"
1204,Software Development,Computer Science,"Software Engineering, Health Information Technology"
